pl_name,pl_orbper,pl_rade,pl_eqt,pl_insol,st_teff,st_logg,st_rad,sy_vmag,ra,dec,confirmation_status
Kepler-1161 b,10.71253475,2.02,485.0,13.09,4175.0,4.715,0.544,15.813,299.07709,45.440639,CONFIRMED
Kepler-1162 b,32.5635249,2.05,490.0,13.63,5225.0,4.505,0.859,15.48,283.29214,45.434109,CONFIRMED
Kepler-1815 b,12.19140405,2.46,763.0,80.01,5516.0,4.399,0.967,15.364,300.1705,43.98497,CONFIRMED
Kepler-1163 b,6.11784972,1.05,1211.0,509.24,6226.0,4.247,1.333,12.168,290.23584,50.03009,CONFIRMED
Kepler-1164 b,3.97599629,1.11,936.0,181.47,5143.0,4.561,0.778,14.11,287.52963,38.894508,CONFIRMED
Kepler-1198 b,7.68478504,1.47,830.0,112.06,5344.0,4.469,0.907,14.776,288.83401,44.838249,CONFIRMED
Kepler-1199 b,15.0447098,1.51,931.0,177.24,5798.0,4.025,1.525,13.037,293.72586,47.24704,CONFIRMED
,29.0726293,2.32,614.0,33.69,5799.0,4.37,1.042,14.409,290.37512,41.43375,CANDIDATE
Kepler-1200 b,1.118547814,0.98,1174.0,447.97,4496.0,4.65,0.658,15.793,296.60342,44.129261,CONFIRMED
Kepler-1100 b,6.42199919,1.25,1000.0,236.21,5985.0,4.468,0.981,13.862,291.87134,44.087379,CONFIRMED
Kepler-1679 b,9.75374033,1.87,813.0,103.3,5806.0,4.528,0.899,15.158,293.90057,50.427052,CONFIRMED
Kepler-1101 b,81.3153052,2.55,393.0,5.64,5325.0,4.39,0.975,15.111,294.56937,45.671261,CONFIRMED
Kepler-1102 b,51.3283527,3.06,546.0,21.06,6119.0,4.353,1.119,14.955,281.32257,48.066502,CONFIRMED
Kepler-1103 b,19.7919389,2.58,736.0,69.48,6285.0,4.441,1.039,14.09,287.38208,49.452389,CONFIRMED
Kepler-368 b,26.8475962,3.2,800.0,96.89,5508.0,3.897,1.988,12.848,291.88004,45.387932,CONFIRMED
Kepler-1132 b,62.8917493,2.5,384.0,5.13,5052.0,4.48,0.855,15.481,286.36746,48.423931,CONFIRMED
Kepler-369 c,14.87149773,1.59,391.0,5.51,3825.0,4.749,0.524,15.673,293.67422,47.908459,CONFIRMED
Kepler-369 b,2.732767897,1.42,687.0,52.68,3825.0,4.749,0.524,15.673,293.67422,47.908459,CONFIRMED
Kepler-498 b,9.61375316,3.27,931.0,177.26,5997.0,4.364,1.11,14.283,290.35815,44.518749,CONFIRMED
,6.6254781,0.9,828.0,111.18,5211.0,4.5,0.832,14.11,287.52963,38.894508,CANDIDATE
Kepler-1165 c,29.9685917,1.91,644.0,40.76,6249.0,4.428,1.076,14.456,286.97128,44.708302,CONFIRMED
Kepler-1166 b,33.2407985,1.51,486.0,13.17,5382.0,4.571,0.827,14.477,290.34851,50.902851,CONFIRMED
Kepler-1201 b,15.18727049,1.94,789.0,91.56,6136.0,4.414,1.005,14.724,294.61481,40.833172,CONFIRMED
Kepler-1202 b,28.6853212,2.69,547.0,21.09,5726.0,4.559,0.838,15.658,292.29062,44.653252,CONFIRMED
Kepler-1203 b,0.588001053,0.99,1188.0,473.45,3814.0,4.687,0.57,14.934,292.77338,44.178131,CONFIRMED
Kepler-1204 b,85.7357202,2.94,448.0,9.54,6096.0,4.397,1.077,15.301,289.4415,42.498131,CONFIRMED
Kepler-1205 b,1.078389713,1.98,1667.0,1817.38,5325.0,4.384,0.985,15.143,290.27969,41.515049,CONFIRMED
Kepler-1104 b,5.03728033,1.55,1321.0,720.22,6387.0,4.271,1.381,12.189,294.46854,49.33102,CONFIRMED
Kepler-360 b,3.289726319,1.37,1116.0,367.18,5463.0,4.492,0.91,14.866,286.28473,44.781551,CONFIRMED
Kepler-360 c,7.18644594,2.19,860.0,129.48,5463.0,4.492,0.91,14.866,286.28473,44.781551,CONFIRMED
Kepler-417 c,15.94248453,2.62,616.0,34.06,5376.0,4.576,0.806,15.886,293.82431,42.779701,CONFIRMED
Kepler-121 c,41.0081117,2.64,425.0,7.72,5303.0,4.63,0.708,14.708,286.16205,39.678001,CONFIRMED
Kepler-1133 b,11.55562042,2.11,703.0,57.75,5420.0,4.555,0.85,14.816,293.32242,42.86747,CONFIRMED
Kepler-1804 b,12.2885046,3.22,913.0,164.61,5109.0,3.96,1.671,14.414,301.34286,44.672211,CONFIRMED
Kepler-1134 b,17.13263125,2.31,611.0,32.91,5477.0,4.578,0.794,15.842,295.56799,42.478298,CONFIRMED
Kepler-370 c,19.0231361,2.04,647.0,41.5,5569.0,4.459,0.954,15.198,292.17114,40.916309,CONFIRMED
Kepler-370 b,4.57948235,1.35,1040.0,276.82,5569.0,4.459,0.954,15.198,292.17114,40.916309,CONFIRMED
Kepler-1167 b,1.003931703,1.6,1419.0,962.58,4949.0,4.552,0.741,15.942,298.30273,47.694031,CONFIRMED
Kepler-1168 b,55.8224775,2.13,379.0,4.85,5162.0,4.611,0.736,15.624,287.2977,47.455441,CONFIRMED
,1.34145255,1.31,3015.0,19568.74,7495.0,3.926,2.389,12.783,294.15366,46.309681,CANDIDATE
Kepler-1169 b,6.11010439,0.93,1125.0,378.84,6213.0,4.387,1.195,12.716,294.91156,46.491459,CONFIRMED
Kepler-502 b,4.286866229,4.14,1217.0,517.66,6228.0,4.441,1.049,14.982,291.08014,43.860199,CONFIRMED
Kepler-1828 b,10.27380957,1.68,799.0,96.27,5806.0,4.528,0.899,14.909,292.42758,37.320808,CONFIRMED
Kepler-381 c,13.39155154,1.58,1180.0,459.23,6197.0,3.837,2.188,10.421,285.1828,43.831078,CONFIRMED
Kepler-381 b,5.62904396,1.39,1576.0,1459.41,6197.0,3.837,2.188,10.421,285.1828,43.831078,CONFIRMED
Kepler-381 d,8.2562857,1.49,1387.0,874.56,6197.0,3.837,2.188,10.421,285.1828,43.831078,CONFIRMED
Kepler-417 b,12.33087921,2.34,671.0,47.99,5376.0,4.576,0.806,15.886,293.82431,42.779701,CONFIRMED
Kepler-1105 b,4.421566535,2.19,729.0,66.94,4299.0,4.604,0.697,15.18,281.11176,42.45491,CONFIRMED
Kepler-67 b,15.72585941,2.69,602.0,31.13,5332.0,4.597,0.755,16.144,294.15332,46.166439,CONFIRMED
Kepler-1106 b,1.252753881,2.44,2199.0,5545.35,5907.0,4.041,1.705,14.69,291.1452,44.062538,CONFIRMED
Kepler-1795 b,13.36019864,1.84,520.0,17.3,4500.0,4.638,0.688,15.637,286.47934,39.269958,CONFIRMED
Kepler-1135 b,76.957056,2.09,451.0,9.81,5878.0,4.363,1.041,14.353,286.00296,44.756592,CONFIRMED
,14.97974335,3.79,620.0,34.95,5062.0,4.481,0.853,15.549,285.90848,38.212719,CANDIDATE
,6.7445683,0.86,983.0,220.68,6106.0,4.496,0.923,15.319,283.75385,47.796951,CANDIDATE
,33.35859852,4.44,459.0,10.46,5009.0,4.515,0.799,15.253,298.07474,40.94899,CANDIDATE
Kepler-1805 b,8.84784273,1.15,479.0,12.48,3867.0,4.718,0.552,14.911,285.08655,40.898998,CONFIRMED
Kepler-1170 b,9.98970266,2.48,705.0,58.26,5265.0,4.58,0.81,15.909,292.16858,43.779671,CONFIRMED
Kepler-499 b,5.63252508,2.04,844.0,119.75,5216.0,4.58,0.804,14.353,295.10995,43.915211,CONFIRMED
Kepler-1171 b,1.442592305,2.67,2700.0,12557.23,7216.0,3.983,2.043,11.558,294.95892,38.591572,CONFIRMED
Kepler-376 c,14.17222858,2.39,873.0,137.33,5845.0,4.2,1.314,13.776,291.60718,38.410389,CONFIRMED
Kepler-376 b,4.92031063,1.18,1242.0,562.99,5845.0,4.2,1.314,13.776,291.60718,38.410389,CONFIRMED
Kepler-1830 b,56.4931698,4.43,681.0,50.79,6160.0,3.976,2.046,13.524,295.1391,40.979061,CONFIRMED
Kepler-124 c,13.82142084,2.2,560.0,23.15,4983.0,4.66,0.651,14.139,286.75278,49.064911,CONFIRMED
Kepler-1831 b,5.78387049,2.07,1051.0,288.69,6063.0,4.476,1.012,15.049,295.30255,49.589119,CONFIRMED
Kepler-1208 b,11.08507658,2.5,665.0,46.17,5080.0,4.538,0.793,15.938,291.88126,44.555729,CONFIRMED
Kepler-1107 b,0.571038347,1.65,1897.0,3069.59,5132.0,4.457,0.886,14.098,291.04993,39.14167,CONFIRMED
Kepler-1680 b,8.77425786,1.75,771.0,83.63,5146.0,4.445,0.905,13.714,297.07465,39.933849,CONFIRMED
Kepler-1108 b,4.51005082,1.74,1063.0,301.74,5362.0,4.352,1.032,14.979,296.04233,45.985142,CONFIRMED
Kepler-1109 b,37.6468519,5.37,787.0,90.85,5443.0,3.74,2.652,14.288,291.64624,39.396629,CONFIRMED
Kepler-1796 b,29.4557841,2.19,598.0,30.3,6036.0,4.491,0.949,14.385,301.54297,44.60561,CONFIRMED
Kepler-122 c,12.466004437,5.65,897.0,152.76,6038.0,4.284,1.191,14.247,291.11188,39.949108,CONFIRMED
Kepler-1136 b,2.361724472,1.53,922.0,170.59,4478.0,4.615,0.651,15.658,284.10779,44.245811,CONFIRMED
Kepler-371 b,34.7630543,1.75,554.0,22.23,5670.0,4.387,0.95,13.865,292.32645,38.657581,CONFIRMED
Kepler-372 c,20.0545282,2.63,755.0,76.97,6056.0,4.332,1.209,14.881,291.2562,49.258949,CONFIRMED
Kepler-1138 b,3.17059731,1.69,1080.0,321.28,5431.0,4.563,0.843,15.353,285.89923,48.307301,CONFIRMED
Kepler-377 c,27.0142622,2.0,677.0,49.65,5949.0,4.303,1.184,13.86,295.422,38.735691,CONFIRMED
Kepler-377 b,12.50945798,1.54,875.0,138.54,5949.0,4.303,1.184,13.86,295.422,38.735691,CONFIRMED
Kepler-1172 b,26.0203329,4.53,675.0,49.09,5624.0,4.218,1.244,15.889,290.47452,37.766602,CONFIRMED
Kepler-1173 b,0.769854899,0.93,1650.0,1756.8,5173.0,4.55,0.822,13.829,293.1311,45.663551,CONFIRMED
Kepler-1174 b,6.89226333,2.13,1156.0,422.14,5862.0,4.148,1.463,14.207,281.83145,42.298908,CONFIRMED
Kepler-1210 b,8.07127043,1.53,856.0,126.94,5766.0,4.517,0.853,15.553,292.83215,48.21936,CONFIRMED
Kepler-1211 b,11.01819178,2.64,840.0,117.97,6075.0,4.486,0.969,15.832,285.72079,40.85696,CONFIRMED
Kepler-124 d,30.9505927,1.51,428.0,7.91,4983.0,4.66,0.651,14.139,286.75278,49.064911,CONFIRMED
,6.3143447,1.34,1012.0,247.53,6075.0,4.486,0.969,15.832,285.72079,40.85696,CANDIDATE
,78.7327023,7.76,761.0,79.13,6715.0,3.754,2.763,13.003,297.5582,40.541309,CANDIDATE
,42.3375799,1.45,311.0,2.21,4132.0,4.682,0.581,14.275,295.28854,49.379791,CANDIDATE
Kepler-1797 b,23.3593589,2.98,684.0,51.68,6244.0,4.46,1.009,15.347,292.46429,45.968288,CONFIRMED
Kepler-1110 b,9.69310837,2.12,609.0,32.4,4818.0,4.639,0.618,15.914,291.80801,38.6227,CONFIRMED
Kepler-1139 b,0.813166357,1.14,1693.0,1945.44,5237.0,4.5,0.887,14.113,287.94562,39.230572,CONFIRMED
Kepler-1807 b,10.86062378,2.09,1108.0,356.24,6455.0,4.125,1.496,13.957,291.54941,44.52729,CONFIRMED
Kepler-1140 b,24.08632177,2.78,500.0,14.78,4973.0,4.537,0.768,15.464,281.69397,46.946449,CONFIRMED
,1.834277283,1.64,1459.0,1068.36,5751.0,4.458,0.958,15.198,285.96802,48.67905,CANDIDATE
Kepler-1175 b,37.9456138,2.79,515.0,16.61,5861.0,4.546,0.865,15.939,289.1427,46.812889,CONFIRMED
Kepler-1176 b,24.1738244,2.21,595.0,29.69,5468.0,4.427,0.968,15.056,297.91974,45.274158,CONFIRMED
Kepler-1829 b,5.186737262,2.4,860.0,129.37,5230.0,4.594,0.777,14.988,288.66449,51.498421,CONFIRMED
,1.151244686,40.32,1756.0,2253.09,6086.0,4.511,0.921,14.519,296.06625,42.768219,CANDIDATE
Kepler-1206 b,1.217000383,1.58,1314.0,707.61,4859.0,4.545,0.757,15.975,295.93842,49.791142,CONFIRMED
Kepler-1207 b,13.6823798,1.43,802.0,97.74,6102.0,4.457,1.026,14.5,295.06424,49.35899,CONFIRMED
,2.42088277,2.27,1616.0,1615.12,5583.0,4.077,1.53,15.61,293.20377,43.057011,CANDIDATE
Kepler-1111 b,8.79618433,1.77,938.0,183.26,6142.0,4.456,1.046,15.159,295.46338,45.81274,CONFIRMED
Kepler-1798 b,16.85592593,1.7,408.0,6.52,3967.0,4.674,0.587,15.661,291.7262,37.5289,CONFIRMED
Kepler-1112 b,14.36270451,2.31,918.0,167.88,6643.0,4.357,1.216,14.612,296.96881,47.751492,CONFIRMED
Kepler-1681 b,69.8956789,3.04,442.0,8.99,5390.0,4.303,1.104,14.552,296.69727,46.371712,CONFIRMED
Kepler-91 b,6.24667547,14.93,1902.0,3095.83,4604.0,2.936,6.221,12.495,285.67288,44.11673,CONFIRMED
Kepler-1141 b,2.344512589,0.97,1471.0,1106.25,5821.0,4.328,1.132,12.589,290.54364,47.725887,CONFIRMED
Kepler-122 b,5.766165573,2.27,1159.0,426.48,6038.0,4.284,1.191,14.247,291.11188,39.949108,CONFIRMED
Kepler-1142 b,18.3027235,2.72,902.0,156.71,5528.0,3.892,1.839,14.31,292.71445,44.082329,CONFIRMED
Kepler-1143 b,2.888904439,1.68,976.0,215.06,4895.0,4.589,0.759,15.195,287.30283,39.289688,CONFIRMED
Kepler-1144 b,17.14648756,3.64,811.0,102.24,5559.0,4.127,1.412,14.941,290.04327,47.25798,CONFIRMED
Kepler-378 b,16.09227518,0.98,503.0,15.15,4657.0,4.641,0.67,12.485,294.94858,46.438641,CONFIRMED
,38.103908,4.08,456.0,10.22,5250.0,4.522,0.771,15.469,290.703,38.567032,CANDIDATE
Kepler-379 c,62.7843981,2.28,530.0,18.7,6053.0,4.279,1.26,13.358,295.70111,38.945831,CONFIRMED
Kepler-1816 b,91.500873,1.82,310.0,2.18,5051.0,4.628,0.706,14.447,296.85101,50.698929,CONFIRMED
Kepler-1817 b,44.2993483,2.68,463.0,10.85,5316.0,4.459,0.915,15.115,282.03329,44.478008,CONFIRMED
Kepler-1832 b,3.13877646,0.97,1022.0,257.32,5242.0,4.556,0.722,14.364,299.85184,43.732182,CONFIRMED
,5.24242029,3.86,1367.0,825.0,5383.0,3.824,1.829,15.83,294.3847,46.157841,CANDIDATE
Kepler-430 b,35.9682692,2.95,674.0,48.68,5883.0,4.149,1.529,13.848,292.80865,49.579441,CONFIRMED
Kepler-1209 b,25.3690868,1.67,755.0,76.9,6126.0,4.224,1.406,12.476,287.5849,49.154789,CONFIRMED
Kepler-1833 b,6.89213244,1.35,1177.0,454.45,6164.0,4.227,1.446,12.618,290.87137,45.410301,CONFIRMED
Kepler-1113 b,42.3006282,2.54,558.0,22.94,5852.0,4.353,1.129,14.766,289.40671,39.33884,CONFIRMED
Kepler-361 c,55.1866213,2.47,568.0,24.56,6178.0,4.269,1.267,13.573,296.80344,46.74115,CONFIRMED
Kepler-1114 b,14.97436238,1.28,631.0,37.53,5311.0,4.532,0.8,13.747,299.23694,45.834702,CONFIRMED
Kepler-1145 b,3.97076603,1.6,958.0,198.43,5178.0,4.521,0.778,15.443,295.30817,43.044411,CONFIRMED
Kepler-1146 b,2.352273912,1.29,1019.0,255.03,4816.0,4.608,0.748,15.848,286.71661,47.425629,CONFIRMED
Kepler-1808 b,23.34036251,2.21,601.0,30.94,5530.0,4.425,0.892,15.23,287.29251,39.383221,CONFIRMED
,37.8034121,2.95,460.0,10.57,5329.0,4.572,0.819,15.191,288.64252,46.21566,CANDIDATE
Kepler-1683 b,15.03366411,1.7,669.0,47.32,5523.0,4.526,0.891,14.837,298.45013,44.284012,CONFIRMED
,131.485184,3.03,400.0,6.08,5765.0,4.236,1.242,14.895,287.1532,42.421612,CANDIDATE
,16.2908527,0.52,622.0,35.48,5425.0,4.549,0.797,11.671,289.54514,39.164429,CANDIDATE
Kepler-1177 b,106.247882,2.01,377.0,4.75,5679.0,4.435,0.972,14.552,286.67145,49.406288,CONFIRMED
Kepler-500 b,8.508333104,2.6,909.0,161.66,5767.0,4.396,1.03,14.176,295.95135,43.852051,CONFIRMED
Kepler-1212 b,12.94123564,1.7,795.0,94.29,6119.0,4.497,0.938,15.012,296.85342,50.03735,CONFIRMED
Kepler-1213 b,5.349791,1.29,1156.0,422.79,6074.0,4.368,1.183,13.386,289.48581,50.94416,CONFIRMED
,147.281212,2.28,353.0,3.69,5708.0,4.365,1.054,14.685,292.31467,48.140461,CANDIDATE
Kepler-382 b,5.26211833,1.95,1166.0,436.61,5587.0,4.188,1.309,14.623,299.13617,45.86993,CONFIRMED
Kepler-382 c,12.1628195,3.14,882.0,142.77,5587.0,4.188,1.309,14.623,299.13617,45.86993,CONFIRMED
Kepler-1115 b,23.5541012,2.33,1381.0,859.63,9565.0,4.088,2.286,11.98,294.99176,40.144409,CONFIRMED
Kepler-1116 b,41.6977582,2.26,488.0,13.45,5730.0,4.545,0.87,15.265,291.93365,44.115501,CONFIRMED
Kepler-1117 b,4.79029482,1.01,938.0,183.02,5412.0,4.562,0.843,14.102,292.08478,49.23748,CONFIRMED
Kepler-1118 b,38.6715843,2.45,502.0,15.03,5432.0,4.42,0.913,14.94,299.96567,44.160889,CONFIRMED
Kepler-1119 b,8.32651854,1.8,938.0,182.69,6057.0,4.45,1.0,15.06,297.01913,44.327518,CONFIRMED
Kepler-373 b,5.53533152,1.75,1054.0,292.33,5588.0,4.331,1.1,14.514,289.388,50.59705,CONFIRMED
Kepler-373 c,16.7261969,1.56,729.0,66.83,5588.0,4.331,1.1,14.514,289.388,50.59705,CONFIRMED
Kepler-122 d,21.58752788,2.18,747.0,73.42,6038.0,4.284,1.191,14.247,291.11188,39.949108,CONFIRMED
Kepler-1809 b,3.757294695,1.23,877.0,139.89,4901.0,4.618,0.716,14.099,290.26535,40.548649,CONFIRMED
Kepler-374 c,3.2828024,1.79,1467.0,1093.39,5640.0,4.087,1.515,14.686,294.13791,42.370499,CONFIRMED
Kepler-1818 b,4.64495172,1.38,1209.0,504.23,6047.0,4.343,1.129,14.338,284.32852,40.568909,CONFIRMED
,16.6671415,0.7,469.0,11.47,4729.0,4.726,0.525,13.831,288.45605,45.80212,CANDIDATE
Kepler-1819 b,16.48686712,27.45,760.0,78.99,6090.0,4.447,1.071,15.315,296.56006,46.857479,CONFIRMED
Kepler-1179 b,2.685054445,1.46,1137.0,395.08,5266.0,4.484,0.829,14.077,284.09763,47.810638,CONFIRMED
Kepler-1180 b,16.8600805,1.71,765.0,80.9,6205.0,4.419,0.973,14.989,295.88751,43.156059,CONFIRMED
Kepler-1082 b,1.54320541,1.23,1827.0,2636.85,5866.0,4.2,1.282,13.38,289.35867,50.59848,CONFIRMED
Kepler-357 d,49.5004725,2.49,402.0,6.2,4954.0,4.5,0.828,15.565,291.2431,44.00872,CONFIRMED
Kepler-357 b,6.47539108,1.92,793.0,93.41,4954.0,4.5,0.828,15.565,291.2431,44.00872,CONFIRMED
Kepler-357 c,16.85825609,2.51,576.0,26.05,4954.0,4.5,0.828,15.565,291.2431,44.00872,CONFIRMED
Kepler-1120 b,2.949029106,1.48,1027.0,263.92,4983.0,4.512,0.807,15.333,290.91449,42.286579,CONFIRMED
Kepler-362 c,37.8658964,2.01,543.0,20.61,5757.0,4.431,1.017,14.5,291.77164,47.5299,CONFIRMED
Kepler-496 b,8.30865307,2.42,747.0,73.53,5022.0,4.485,0.849,14.817,291.6409,41.241039,CONFIRMED
Kepler-363 d,11.93205399,1.83,905.0,158.22,5711.0,4.221,1.391,13.353,283.19208,41.305389,CONFIRMED
Kepler-363 c,7.54235832,1.59,1054.0,292.19,5711.0,4.221,1.391,13.353,283.19208,41.305389,CONFIRMED
Kepler-374 d,5.02818253,2.03,1272.0,620.0,5640.0,4.087,1.515,14.686,294.13791,42.370499,CONFIRMED
Kepler-374 b,1.897828815,1.73,1761.0,2278.95,5640.0,4.087,1.515,14.686,294.13791,42.370499,CONFIRMED
Kepler-1147 b,10.62788695,1.87,872.0,136.34,6082.0,4.445,1.014,15.401,292.54752,41.64296,CONFIRMED
,34.135676,13.98,1526.0,1281.86,7818.0,3.365,5.555,12.963,295.24734,45.757401,CANDIDATE
Kepler-1148 b,1.104462494,1.6,1397.0,898.79,5002.0,4.543,0.753,15.277,290.95355,45.719528,CONFIRMED
Kepler-1181 b,4.89336495,1.6,1374.0,842.45,6688.0,4.304,1.347,13.827,289.74731,39.523453,CONFIRMED
Kepler-1182 b,11.17392077,1.64,796.0,94.84,5911.0,4.519,0.914,15.356,296.30795,43.82135,CONFIRMED
Kepler-1820 b,31.0325991,2.64,561.0,23.41,5841.0,4.52,0.931,15.728,296.71274,48.272308,CONFIRMED
Kepler-495 c,5.89661966,1.28,1000.0,237.1,5392.0,4.314,1.087,14.622,285.93069,39.098141,CONFIRMED
Kepler-1083 b,33.4178173,3.13,448.0,9.56,5136.0,4.607,0.744,15.824,283.16196,45.198311,CONFIRMED
Kepler-1084 b,2.053341891,1.44,1737.0,2154.14,6084.0,4.204,1.358,12.217,290.10196,48.251141,CONFIRMED
Kepler-1085 c,56.7769831,3.21,491.0,13.74,6063.0,4.476,1.012,15.273,287.47763,46.141178,CONFIRMED
Kepler-1086 b,18.78429232,2.14,433.0,8.3,4243.0,4.637,0.641,15.561,295.25116,45.842972,CONFIRMED
Kepler-363 b,3.61460279,1.14,1347.0,776.7,5711.0,4.221,1.391,13.353,283.19208,41.305389,CONFIRMED
Kepler-1121 b,13.15140223,1.87,1008.0,243.84,6154.0,4.12,1.636,12.071,297.78659,47.88612,CONFIRMED
Kepler-1979 b,18.5084526,29.33,683.0,51.32,5942.0,4.506,0.938,15.253,289.84286,38.309601,CONFIRMED
Kepler-1122 b,42.1918331,2.35,526.0,18.08,5520.0,4.339,1.08,15.06,288.28052,46.3409,CONFIRMED
Kepler-1149 b,3.73090026,1.48,1128.0,383.51,5709.0,4.489,0.95,14.966,294.18927,45.151581,CONFIRMED
,86.130534,1.47,391.0,5.55,5830.0,4.54,0.876,14.966,294.18927,45.151581,CANDIDATE
Kepler-1150 b,2.787874175,2.33,1432.0,993.06,4827.0,3.942,1.727,14.435,296.72449,49.532711,CONFIRMED
Kepler-122 e,37.9962369,2.39,618.0,34.55,6038.0,4.284,1.191,14.247,291.11188,39.949108,CONFIRMED
,8.46354384,2.51,805.0,99.37,5427.0,4.495,0.887,15.338,297.52542,49.401451,CANDIDATE
Kepler-123 b,17.23232894,2.79,817.0,105.47,6086.0,4.274,1.216,14.061,296.99863,42.78196,CONFIRMED
Kepler-1183 b,28.5057217,2.55,555.0,22.43,5712.0,4.534,0.87,15.778,292.23242,38.89222,CONFIRMED
Kepler-1184 b,53.5991459,2.49,529.0,18.54,6319.0,4.447,1.032,14.953,291.28207,46.965988,CONFIRMED
Kepler-1821 b,16.4581861,1.82,644.0,40.61,5475.0,4.521,0.884,14.64,294.52545,49.872471,CONFIRMED
,191.86419296,,,,,,,12.57,287.24118,39.33276,CANDIDATE
,13.72549689,,,,,,,12.57,287.24118,39.33276,CANDIDATE
,176.331289,2.38,505.0,15.4,6146.0,3.8,2.251,12.982,297.28317,46.90453,CANDIDATE
Kepler-1087 b,0.693842661,0.83,2161.0,5182.78,5457.0,4.239,1.196,12.953,294.97882,46.00565,CONFIRMED
Kepler-358 c,83.4887405,2.95,411.0,6.76,5910.0,4.505,0.94,15.375,293.23022,48.281368,CONFIRMED
Kepler-358 b,34.0607677,2.96,554.0,22.32,5910.0,4.505,0.94,15.375,293.23022,48.281368,CONFIRMED
,6.2141496,4.27,1506.0,1216.48,5295.0,3.617,3.152,13.439,291.72916,38.070019,CANDIDATE
Kepler-1790 b,31.5888979,2.59,682.0,51.02,5866.0,4.175,1.367,14.143,294.56693,46.075802,CONFIRMED
Kepler-364 c,59.9809868,2.81,568.0,24.58,6103.0,4.202,1.383,13.66,281.56995,47.398689,CONFIRMED
Kepler-364 b,25.7457957,1.73,753.0,75.97,6103.0,4.202,1.383,13.66,281.56995,47.398689,CONFIRMED
Kepler-1799 b,11.92979348,2.43,770.0,83.04,5831.0,4.517,0.921,15.844,288.30869,51.478291,CONFIRMED
,17.65737838,2.45,350.0,3.55,3745.0,4.784,0.47,14.267,284.35202,41.519199,CANDIDATE
Kepler-1123 b,4.3394569,2.11,1061.0,300.07,5330.0,4.366,1.013,14.822,294.51767,50.670399,CONFIRMED
Kepler-1124 b,2.852348262,1.66,621.0,34.95,3731.0,4.83,0.433,15.959,286.59427,37.891258,CONFIRMED
Kepler-1151 b,65.6480892,3.93,485.0,13.04,5565.0,4.251,1.246,14.872,292.2478,47.878448,CONFIRMED
Kepler-1682 b,14.83340944,2.54,694.0,54.74,5570.0,4.471,0.904,15.707,293.98358,39.57288,CONFIRMED
Kepler-1810 b,101.1323475,3.87,380.0,4.91,5492.0,4.389,1.016,15.331,291.81302,38.088181,CONFIRMED
Kepler-1186 b,16.07673148,2.14,724.0,64.75,5957.0,4.498,0.971,15.306,288.47964,47.101768,CONFIRMED
Kepler-1187 b,18.87058705,2.67,701.0,56.97,6103.0,4.496,0.949,14.562,286.892,38.31855,CONFIRMED
Kepler-1822 b,22.1334224,1.76,507.0,15.65,5165.0,4.633,0.702,15.571,297.28549,41.305592,CONFIRMED
Kepler-1188 b,17.1369408,2.05,775.0,85.15,6218.0,4.421,1.077,15.004,283.10385,43.148041,CONFIRMED
Kepler-123 c,26.6951944,1.4,706.0,58.81,6086.0,4.274,1.216,14.061,296.99863,42.78196,CONFIRMED
Kepler-1791 b,7.72085047,2.53,1021.0,257.14,5887.0,4.29,1.177,13.516,284.49033,42.648289,CONFIRMED
Kepler-120 b,6.312508525,2.0,575.0,25.94,4090.0,4.696,0.571,14.735,287.89163,39.33913,CONFIRMED
Kepler-1792 b,4.19577385,3.02,1047.0,283.78,5229.0,4.378,1.005,15.168,294.84003,39.085991,CONFIRMED
Kepler-60 b,7.1329472,1.64,1102.0,349.21,5862.0,4.194,1.307,13.959,288.96124,42.265011,CONFIRMED
Kepler-60 c,8.91901228,1.84,1023.0,258.92,5862.0,4.194,1.307,13.959,288.96124,42.265011,CONFIRMED
Kepler-1800 b,4.5620407,2.82,1533.0,1306.97,5343.0,3.764,2.506,13.052,297.65143,40.352551,CONFIRMED
,7.5966998,1.32,964.0,204.34,5716.0,4.343,1.091,13.482,285.13831,45.004539,CANDIDATE
Kepler-1125 b,17.6700291,2.89,778.0,86.37,5795.0,4.265,1.247,14.874,295.48123,40.731979,CONFIRMED
,15.40877383,,,,,,,14.874,295.48123,40.731979,CANDIDATE
Kepler-1126 b,108.593113,1.68,374.0,4.64,5678.0,4.409,0.921,14.033,285.69199,45.689388,CONFIRMED
Kepler-375 c,19.9865916,4.22,720.0,63.67,5500.0,4.218,1.238,15.699,288.61792,48.098412,CONFIRMED
Kepler-375 b,12.12580644,2.5,851.0,123.78,5500.0,4.218,1.238,15.699,288.61792,48.098412,CONFIRMED
Kepler-1811 b,76.421501,2.81,455.0,10.11,5561.0,4.263,1.19,15.165,289.97934,40.14283,CONFIRMED
Kepler-122 f,56.2590881,2.22,543.0,20.49,6038.0,4.284,1.191,14.247,291.11188,39.949108,CONFIRMED
Kepler-1152 b,1.646801683,0.86,806.0,99.8,3810.0,4.753,0.513,14.634,290.43402,44.107651,CONFIRMED
Kepler-1189 b,3.78861833,1.23,1158.0,424.17,5560.0,4.379,1.04,14.285,298.42633,47.946781,CONFIRMED
Kepler-1190 b,10.45839865,1.25,609.0,32.45,4641.0,4.557,0.747,14.471,284.99963,49.47998,CONFIRMED
Kepler-1823 b,21.1033014,1.56,718.0,62.99,6000.0,4.363,1.126,13.355,283.75482,45.335178,CONFIRMED
